Symbol,Comms,Swaps,PL,Largest_Win,Avg_Lot,Max_Lot,Unique_Logins,Win_Count,Win_Amt,Loss_Count,Loss_Amt,Trade_Count,Sweep_Count,Hold_Time_60s,Win_Hold,Loss_Hold,Win_Percent,LPFlags,Recommendation_Reason
USDCAD.c,-4175.1,106.07000000000001,-5229.13,1884.3,1.29,30.0,166,255,20287.61,392,-25516.74,1293,214,601.05,642.56,854.61,39.0,sweep,loss>70%win
SPX500.c,-1072.6,-934.71,-23850.85,2471.7,0.34,5.8,99,370,48188.95,275,-72039.8,1276,152,760.82,851.56,1343.61,57.0,,loss>70%win
USDCHF.c,-4119.4,466.71,21986.23,7504.71,1.36,16.52,145,267,66980.64,335,-44994.409999999996,1206,320,891.28,952.05,935.91,44.0,sweep,meets_all
EURJPY.c,-3563.1,-491.74,-3810.54,2855.98,1.48,16.86,94,189,45454.29,299,-49264.83,960,258,382.77,537.85,356.03,39.0,sweep,loss>70%win
WTI.c,-967.25,-212.68,16428.85,4023.0,0.57,7.54,50,167,44199.07,177,-27770.22,678,148,434.35,316.4,200.25,49.0,sweep,meets_all
NZDUSD.c,-1325.25,-327.9,-5696.89,2157.84,0.83,9.5,95,114,8626.32,207,-14323.210000000001,641,70,1086.78,1070.32,459.52,36.0,,loss>70%win
XAGUSD.c,-363.6,-47.03,-14094.45,3592.8,0.27,2.7,65,138,15326.0,138,-29420.45,548,62,449.04,376.28,801.03,50.0,,loss>70%win
JP225.c,-180.1,-30.09,-2447.83,4680.6,0.14,2.5,40,101,17777.06,158,-20224.89,514,32,134.82,97.35,134.06,39.0,,loss>70%win
GBPAUD.c,-1518.65,-283.59,-422.7,5087.95,1.56,16.4,65,85,27415.09,107,-27837.79,389,55,702.32,483.39,477.43,44.0,,loss>70%win
AUDCAD.c,-385.35,-143.81,7734.0,3640.9,0.43,11.0,53,101,9336.3,76,-1602.3,357,85,698.68,711.07,167.27,57.0,sweep,meets_all
EURGBP.c,-1748.0,-6.259999999999995,802.63,4501.13,2.17,18.0,50,82,33772.16,81,-32969.53,322,50,1370.88,1282.23,2195.18,50.0,sweep,loss>70%win
AUDJPY.c,-1070.0,-556.0,14693.18,12379.48,1.39,24.96,59,66,23739.18,90,-9046.0,305,45,690.67,1410.0,334.77,42.0,,meets_all
EURAUD.c,-1112.1,-130.18,-711.72,4826.74,1.55,12.23,54,51,19349.37,94,-20061.09,287,28,600.0,424.54,600.98,35.0,,loss>70%win
HK50.c,-110.6,0.01000000000000012,-304.81,833.26,0.17,1.1,9,67,4044.39,60,-4349.2,256,36,410.31,526.82,424.77,53.0,,loss>70%win
GBPCAD.c,-672.4,-35.33,-3369.64,1013.96,1.05,20.0,49,54,3427.2400000000002,74,-6796.88,255,30,609.78,386.85,625.54,42.0,,loss>70%win
CADJPY.c,-799.3,-132.18,9047.31,3649.29,1.32,8.12,40,55,18216.879999999997,67,-9169.57,242,42,466.02,412.28,353.94,45.0,sweep,meets_all
EURCHF.c,-150.3,-198.0,1275.33,259.55,0.26,4.0,29,84,2642.46,30,-1367.1299999999999,229,22,4151.0,3919.3,8895.84,74.0,,meets_all
EURCAD.c,-339.0,-64.74000000000001,-3785.67,204.83,0.61,20.0,39,38,1436.28,74,-5221.95,223,38,1038.0,1941.69,1268.19,34.0,sweep,loss>70%win
GBPNZD.c,-626.5,-5.63,989.84,1233.74,1.22,10.0,28,45,9033.73,58,-8043.89,205,38,757.04,317.06,646.64,44.0,sweep,loss>70%win
GBPCHF.c,-555.55,36.900000000000006,-1862.99,1412.68,1.16,7.18,38,42,3970.92,55,-5833.91,192,38,873.43,143.76,358.56,43.0,sweep,loss>70%win
NZDJPY.c,-642.7,-159.41,-891.69,1382.56,1.3,8.5,40,48,6122.13,48,-7013.82,190,13,806.45,1491.49,284.27,50.0,,loss>70%win
CHFJPY.c,-269.9,-11.0,-235.98,816.34,0.57,6.0,25,45,2009.1100000000001,47,-2245.09,189,55,179.85,108.61,133.68,49.0,sweep,loss>70%win
EURNZD.c,-216.5,-50.86,2188.32,1101.52,0.49,4.0,36,54,4147.1,35,-1958.7800000000002,179,29,539.97,369.18,330.06,61.0,sweep,meets_all
CADCHF.c,-438.45,-247.73,2135.69,1524.05,1.04,9.32,21,42,7321.0,43,-5185.31,168,21,737.59,398.42,1264.12,49.0,,loss>70%win
AUDNZD.c,-721.7,-711.12,-16538.33,525.65,1.8,24.36,26,20,1500.97,63,-18039.3,161,30,2113.69,1483.03,2814.35,24.0,sweep,loss>70%win
NZDCAD.c,-428.4,-71.10000000000001,235.12,1090.74,1.15,14.94,27,32,3474.04,44,-3238.92,152,19,955.74,385.24,114.46,42.0,,loss>70%win
EU50.c,-109.0,0.0,-3366.99,830.67,0.33,5.0,2,15,1612.48,51,-4979.47,132,17,12.99,10.69,4.3,23.0,,loss>70%win
ETHUSD,-1223.5,-135.74,-3543.29,1202.72,4.38,24.0,27,21,6447.5,40,-9990.789999999999,119,20,602.4,1126.08,528.24,34.0,sweep,loss>70%win
BRENT.c,-78.9,-9.24,515.32,724.28,0.3,0.85,8,29,5640.900000000001,22,-5125.58,105,7,433.28,331.51,227.72,57.0,,loss>70%win
CHI50.c,-265.1,0.0,-9663.64,900.0,1.15,3.0,3,21,7231.36,25,-16895.0,92,60,99.53,104.46,159.61,46.0,sweep,loss>70%win
NZDCHF.c,-98.65,0.6400000000000001,327.78,318.78,0.46,6.64,15,20,734.89,23,-407.11,86,12,589.37,386.23,374.16,47.0,,meets_all
AUDCHF.c,-179.0,0.19000000000000006,530.75,848.84,0.84,10.0,19,12,1562.58,31,-1031.83,85,14,381.67,313.85,291.59,28.0,sweep,meets_all
UK100.c,-192.35,0.0,-1879.0,658.55,1.03,8.41,9,20,1116.83,18,-2995.83,75,23,38.47,26.86,13.8,53.0,sweep,loss>70%win
AUS200.c,-69.2,21.47,-243.39,769.1,0.63,1.0,5,9,2589.69,9,-2833.08,39,9,1767.7,1608.23,2168.05,50.0,sweep,loss>70%win
HKCH50.c,-41.65,-18.630000000000003,-271.6,395.69,0.43,2.0,3,12,1326.19,8,-1597.79,39,4,572.71,218.56,7.97,60.0,,loss>70%win
ESP35.c,-14.7,0.0,-253.35,84.49,0.23,1.0,3,3,93.81,10,-347.15999999999997,26,6,39.15,20.93,132.81,23.0,sweep,loss>70%win
US2000.c,-26.65,-0.26,-1184.45,8.65,0.53,2.48,5,3,19.55,7,-1204.0,20,1,206.37,526.25,92.15,30.0,,loss>70%win
USDMXN.c,-7.6,0.0,-224.03,10.39,0.19,0.5,4,2,14.43,6,-238.45999999999998,16,2,140.47,0.0,0.0,25.0,,loss>70%win
ADAUSD,-43.5,0.0,166.36,168.05,2.9,8.5,3,1,168.05,2,-1.69,6,0,55.66,164.73,2.05,33.0,,meets_all
LTCUSD,-1.0,0.0,-0.65,0.0,0.1,0.1,2,0,0.0,2,-0.6499999999999999,4,0,89.41,0.0,0.0,0.0,,"low_win%,loss>70%win"
USDSEK.c,-0.55,0.0,-22.99,0.0,0.06,0.1,2,0,0.0,2,-22.990000000000002,4,0,0.55,0.0,0.0,0.0,,"low_win%,loss>70%win"
USDNOK.c,-0.05,0.0,-2.14,0.0,0.01,0.01,1,0,0.0,1,-2.14,2,0,0.18,0.0,0.0,0.0,,"low_trades,low_win%,loss>70%win"
IT40.c,-2.0,0.0,-58.79,0.0,0.4,0.4,1,0,0.0,1,-58.79,2,0,0.07,0.0,0.0,0.0,,"low_trades,low_win%,loss>70%win"
