Symbol,Comms,Swaps,PL,Largest_Win,Avg_Lot,Max_Lot,Unique_Logins,Win_Count,Win_Amt,Loss_Count,Loss_Amt,Trade_Count,Sweep_Count,Hold_Time_60s,Win_Hold,Loss_Hold,Win_Percent,LPFlags,Recommendation_Reason
AUDNZD.c,-913.85,-729.35,-14537.62,533.74,1.42,24.36,31,54,3855.4700000000003,78,-18393.09,259,83,1513.18,662.41,2350.37,41.0,sweep,loss>70%win
EURCAD.c,-404.2,-92.48,-6306.39,204.83,0.63,20.0,46,42,1510.31,87,-7816.7,257,44,1027.12,1723.7,1179.58,33.0,sweep,loss>70%win
NZDJPY.c,-781.05,-161.9,-1213.3,1382.56,1.31,10.0,47,55,6786.93,61,-8000.2300000000005,230,18,712.89,1358.85,264.09,47.0,,loss>70%win
GBPNZD.c,-678.25,-5.97,-2707.51,1233.74,1.19,10.0,35,49,9488.59,65,-12196.1,228,40,799.51,324.32,619.86,43.0,sweep,loss>70%win
GBPCHF.c,-638.8,32.34,-1203.03,1412.68,1.21,7.18,44,47,4858.9400000000005,59,-6061.97,212,40,803.16,150.57,347.41,44.0,sweep,loss>70%win
NZDCAD.c,-486.3,-76.61,-289.51,1090.74,0.96,14.94,34,43,3628.63,60,-3918.1400000000003,205,22,850.86,351.48,111.48,42.0,,loss>70%win
EURNZD.c,-246.0,-54.35,1843.28,1101.52,0.49,4.0,41,59,4811.04,44,-2967.76,203,29,547.57,369.18,340.58,57.0,,meets_all
CADCHF.c,-487.15000000000003,-267.77,2175.43,1524.05,0.97,9.32,28,53,7946.21,49,-5770.780000000001,201,27,812.59,643.59,1199.48,52.0,,loss>70%win
CHFJPY.c,-390.25,-65.27,-3788.26,816.34,0.78,10.0,29,47,2724.9900000000002,51,-6513.25,201,56,215.45,125.31,183.1,48.0,sweep,loss>70%win
HKCH50.c,-221.25,-56.010000000000005,-1939.86,777.4,0.62,2.0,11,41,6328.96,31,-8268.82,143,19,505.11,407.45,793.03,57.0,,loss>70%win
EU50.c,-110.75,0.0,-3070.34,830.67,0.33,5.0,3,16,1909.13,51,-4979.47,134,17,13.52,10.69,4.3,24.0,,loss>70%win
ETHUSD,-1306.0,-135.74,-4120.17,1202.72,4.51,24.0,29,21,6447.5,42,-10567.67,123,20,584.64,1126.08,528.24,33.0,sweep,loss>70%win
AUDCHF.c,-278.8,-35.47,-1101.08,848.84,0.91,10.0,30,17,2433.01,45,-3534.09,122,17,487.32,874.88,511.56,27.0,,loss>70%win
CHI50.c,-265.5,0.0,-9721.66,900.0,1.0,3.0,6,22,7234.18,31,-16955.84,106,60,102.1,104.46,159.61,42.0,sweep,loss>70%win
BRENT.c,-78.9,-9.24,515.32,724.28,0.3,0.85,8,29,5640.900000000001,22,-5125.58,105,7,433.28,331.51,227.72,57.0,,loss>70%win
NZDCHF.c,-108.65,0.6400000000000001,280.77,318.78,0.49,6.64,16,20,734.89,24,-454.12,88,12,576.72,386.23,374.16,45.0,,meets_all
UK100.c,-208.15,0.0,-1943.21,658.55,0.98,8.41,10,23,1574.1999999999998,22,-3517.41,85,23,38.24,26.86,13.8,51.0,sweep,loss>70%win
AUS200.c,-69.9,21.47,-252.02,769.1,0.44,1.0,7,12,2604.91,15,-2856.93,57,9,1238.13,1448.04,2168.05,44.0,sweep,loss>70%win
US2000.c,-30.300000000000004,-0.26,-1089.95,105.0,0.43,2.48,8,4,124.55,10,-1214.5,28,1,196.1,526.25,149.65,29.0,,loss>70%win
ESP35.c,-14.7,0.0,-253.35,84.49,0.23,1.0,3,3,93.81,10,-347.15999999999997,26,6,39.15,20.93,132.81,23.0,sweep,loss>70%win
USDMXN.c,-7.6,0.0,-224.03,10.39,0.19,0.5,4,2,14.43,6,-238.45999999999998,16,2,140.47,0.0,0.0,25.0,,loss>70%win
ADAUSD,-43.5,0.0,166.36,168.05,2.9,8.5,3,1,168.05,2,-1.69,6,0,55.66,164.73,2.05,33.0,,meets_all
LTCUSD,-1.0,0.0,-0.65,0.0,0.1,0.1,2,0,0.0,2,-0.6499999999999999,4,0,89.41,0.0,0.0,0.0,,"low_win%,loss>70%win"
USDSEK.c,-0.55,0.0,-22.99,0.0,0.06,0.1,2,0,0.0,2,-22.990000000000002,4,0,0.55,0.0,0.0,0.0,,"low_win%,loss>70%win"
USDNOK.c,-0.05,0.0,-2.14,0.0,0.01,0.01,1,0,0.0,1,-2.14,2,0,0.18,0.0,0.0,0.0,,"low_trades,low_win%,loss>70%win"
IT40.c,-2.0,0.0,-58.79,0.0,0.4,0.4,1,0,0.0,1,-58.79,2,0,0.07,0.0,0.0,0.0,,"low_trades,low_win%,loss>70%win"
