Symbol,Comms,Swaps,PL,Largest_Win,Avg_Lot,Max_Lot,Unique_Logins,Win_Count,Win_Amt,Loss_Count,Loss_Amt,Trade_Count,Sweep_Count,Hold_Time_60s,Win_Hold,Loss_Hold,Win_Percent,LPFlags,Recommendation_Reason
USDCHF.c,-5629.55,776.25,5174.11,7504.71,1.45,16.52,191,362,84085.26,425,-78911.15,1555,360,789.21,993.05,855.57,46.0,sweep,loss>70%win
EURJPY.c,-6517.25,-618.63,-42463.73,8012.39,2.08,16.86,142,243,72266.12,392,-114729.85,1250,268,361.01,477.87,326.93,38.0,sweep,loss>70%win
NZDUSD.c,-2833.9,-406.23,-8531.57,2157.84,1.1,15.0,128,188,15892.710000000001,333,-24424.28,1037,197,821.67,932.15,408.92,36.0,sweep,loss>70%win
HK50.c,-786.9,701.39,-7636.03,1175.49,0.34,2.0,37,275,27196.87,181,-34832.9,918,113,432.22,312.33,523.07,60.0,,loss>70%win
JP225.c,-300.2,-41.72,3719.84,4680.6,0.14,3.0,60,225,31737.03,215,-28017.19,878,61,308.45,357.11,187.42,51.0,,loss>70%win
XAGUSD.c,-470.15,-65.52,-4821.5,5000.0,0.22,2.7,104,207,35088.55,217,-39910.05,840,80,408.24,282.45,675.83,49.0,,loss>70%win
WTI.c,-1083.95,-237.39,14135.28,4023.0,0.57,7.54,65,181,46372.17,204,-32236.89,760,155,430.68,321.42,205.22,47.0,sweep,meets_all
GBPAUD.c,-2654.3,-376.97,-11541.75,5087.95,1.59,18.0,98,128,46177.3,206,-57719.05,669,113,608.89,905.15,385.27,38.0,sweep,loss>70%win
AUDJPY.c,-1718.35,-563.89,9338.48,12379.48,1.09,24.96,75,137,26214.8,180,-16876.32,625,139,436.38,974.78,317.98,43.0,sweep,meets_all
AUDCAD.c,-783.6,-177.12,6360.66,3640.9,0.5,11.0,78,172,10826.4,134,-4465.74,623,118,575.26,505.96,190.14,56.0,sweep,meets_all
EURAUD.c,-1730.45,-287.17,-5004.91,4826.74,1.37,12.23,80,89,26512.05,167,-31516.96,506,58,560.41,277.34,534.52,35.0,,loss>70%win
EURGBP.c,-2099.1,-29.689999999999994,-1310.46,4501.13,1.94,18.0,65,106,35781.95,113,-37092.41,433,61,1182.73,987.78,1799.72,48.0,,loss>70%win
EURCHF.c,-404.8,-256.51,814.91,1090.95,0.41,12.0,42,120,4523.82,73,-3708.91,396,82,2918.5,2828.06,4720.4,62.0,sweep,loss>70%win
GBPCAD.c,-1153.95,-89.23,-1393.22,2359.21,1.18,20.0,63,85,9412.3,111,-10805.52,391,53,609.08,481.85,673.61,43.0,,loss>70%win
CADJPY.c,-1370.35,-232.63,13176.49,3649.29,1.45,10.0,52,98,24774.989999999998,95,-11598.5,377,54,445.48,403.99,354.03,51.0,,meets_all
CHFJPY.c,-965.5,-225.96,-8143.05,2775.01,1.14,10.0,41,85,14539.31,83,-22682.36,338,76,409.69,492.28,459.12,51.0,sweep,loss>70%win
EURNZD.c,-542.8,-55.98,850.5,1101.52,0.65,4.0,48,72,5736.95,99,-4886.45,336,80,346.0,312.02,163.49,42.0,sweep,loss>70%win
NZDJPY.c,-1020.0,-292.42,-5236.77,1382.56,1.23,10.0,54,68,7182.84,93,-12419.61,324,37,791.59,1238.81,740.8,42.0,,loss>70%win
EURCAD.c,-475.25,-95.85000000000001,-5541.38,824.58,0.59,20.0,53,59,2782.25,102,-8323.63,321,50,1065.19,1431.69,1070.09,37.0,sweep,loss>70%win
AUDNZD.c,-953.4,-730.13,-14996.74,533.74,1.23,24.36,36,73,3894.5299999999997,85,-18891.27,311,95,1382.83,756.09,2205.65,46.0,sweep,loss>70%win
HKCH50.c,-463.5,-263.04,-2301.34,777.4,0.63,2.0,21,90,11849.94,57,-14151.28,294,48,455.46,331.18,771.07,61.0,sweep,loss>70%win
GBPNZD.c,-719.3,-8.95,-1269.61,1233.74,1.0,10.0,39,69,11103.54,76,-12373.15,288,43,702.88,473.53,606.23,48.0,,loss>70%win
GBPCHF.c,-777.95,67.02000000000001,-83.3,1412.68,1.2,7.18,49,63,6545.76,67,-6629.06,260,47,793.79,130.86,490.52,48.0,sweep,loss>70%win
NZDCAD.c,-778.55,-254.99,-6781.97,1090.74,1.26,15.0,43,46,3960.24,80,-10742.210000000001,250,29,812.95,317.1,497.61,37.0,,loss>70%win
CADCHF.c,-561.9,-285.2,140.39,1524.05,0.94,9.32,33,58,8068.87,63,-7928.4800000000005,239,35,803.06,775.0,990.68,48.0,,loss>70%win
AUDCHF.c,-502.65,-68.55,13.4,848.84,1.25,20.0,38,29,4455.38,53,-4441.98,161,19,692.07,954.51,655.7,35.0,,loss>70%win
ETHUSD,-1722.0,-145.10999999999999,-6936.09,1202.72,4.53,30.0,36,23,6552.63,58,-13488.72,159,32,553.17,1126.08,560.57,28.0,sweep,loss>70%win
EU50.c,-112.4,0.0,-2808.03,830.67,0.33,5.0,4,18,2171.44,51,-4979.47,138,17,15.64,9.68,4.3,26.0,,loss>70%win
NZDCHF.c,-189.7,0.6400000000000001,-31.55,318.78,0.7,8.0,21,25,932.71,29,-964.26,108,14,532.97,322.72,457.91,46.0,,loss>70%win
CHI50.c,-265.5,0.0,-9721.66,900.0,1.0,3.0,6,22,7234.18,31,-16955.84,106,60,102.1,104.46,159.61,42.0,sweep,loss>70%win
BRENT.c,-78.9,-9.24,515.32,724.28,0.3,0.85,8,29,5640.900000000001,22,-5125.58,105,7,433.28,331.51,227.72,57.0,,loss>70%win
UK100.c,-246.2,0.0,-2626.59,658.55,0.98,8.41,11,27,1897.1999999999998,27,-4523.79,101,24,44.15,72.12,20.43,50.0,sweep,loss>70%win
AUS200.c,-69.95,21.47,-249.26,769.1,0.42,1.0,7,13,2607.67,15,-2856.93,59,9,1195.56,1320.58,2168.05,46.0,sweep,loss>70%win
US2000.c,-55.1,50.14,-2058.9,579.6,0.42,2.48,10,7,757.15,20,-2816.05,53,1,694.74,168.11,1677.33,26.0,,loss>70%win
ESP35.c,-14.7,0.0,-253.35,84.49,0.23,1.0,3,3,93.81,10,-347.15999999999997,26,6,39.15,20.93,132.81,23.0,sweep,loss>70%win
USDMXN.c,-26.6,-72.92,-643.53,230.39,0.44,1.3,5,3,244.82,9,-888.3499999999999,24,4,352.54,0.0,0.0,25.0,sweep,loss>70%win
ADAUSD,-43.5,0.0,166.36,168.05,2.9,8.5,3,1,168.05,2,-1.69,6,0,55.66,164.73,2.05,33.0,,meets_all
LTCUSD,-1.0,0.0,-0.65,0.0,0.1,0.1,2,0,0.0,2,-0.6499999999999999,4,0,89.41,0.0,0.0,0.0,,"low_win%,loss>70%win"
USDSEK.c,-0.55,0.0,-22.99,0.0,0.06,0.1,2,0,0.0,2,-22.990000000000002,4,0,0.55,0.0,0.0,0.0,,"low_win%,loss>70%win"
USDNOK.c,-0.05,0.0,-2.14,0.0,0.01,0.01,1,0,0.0,1,-2.14,2,0,0.18,0.0,0.0,0.0,,"low_trades,low_win%,loss>70%win"
IT40.c,-2.0,0.0,-58.79,0.0,0.4,0.4,1,0,0.0,1,-58.79,2,0,0.07,0.0,0.0,0.0,,"low_trades,low_win%,loss>70%win"
