Symbol,Comms,Swaps,PL,Largest_Win,Avg_Lot,Max_Lot,Unique_Logins,Win_Count,Win_Amt,Loss_Count,Loss_Amt,Trade_Count,Sweep_Count,Hold_Time_60s,Win_Hold,Loss_Hold,Win_Percent,LPFlags,Recommendation_Reason
XAUUSD.c,-49678.65,-21695.39,147425.32,19674.0,0.46,10.0,926,11665,3258038.71,10258,-3110613.39,43585,11585,161.79,134.02,139.32,53.0,sweep,loss>70%win
EURUSD.c,-53924.85,-6607.5,33465.81,21720.0,2.05,30.0,454,2364,671062.13,2886,-637596.32,10501,1998,426.34,550.4,543.66,45.0,sweep,loss>70%win
NAS100.c,-8229.85,-3805.15,30553.9,22457.68,0.46,8.0,257,1659,675973.78,1935,-645419.88,7113,1115,274.0,156.5,174.54,46.0,sweep,loss>70%win
GBPUSD.c,-18614.1,-878.1800000000001,-23656.92,7644.0,1.61,30.0,312,997,272692.29,1325,-296349.21,4622,856,385.28,549.54,388.44,43.0,sweep,loss>70%win
USDJPY.c,-25689.05,-532.52,64696.46,28209.81,2.71,30.0,291,806,432694.35,1091,-367997.89,3795,786,469.86,247.35,413.73,42.0,sweep,loss>70%win
US30.c,-3686.65,-382.62,22320.34,11924.0,0.44,4.64,174,862,243220.24,815,-220899.9,3339,538,219.62,124.99,433.96,51.0,sweep,loss>70%win
GER30.c,-7164.3,-601.95,79714.25,17989.34,1.14,10.0,119,658,459246.32,621,-379532.07,2510,287,162.37,151.44,138.97,51.0,,loss>70%win
GBPJPY.c,-5364.1,-79.31000000000003,-39563.69,4645.44,1.49,19.02,150,334,76302.88,384,-115866.57,1435,205,530.21,223.77,434.19,47.0,,loss>70%win
AUDUSD.c,-6439.7,-252.01999999999998,-422.59,3893.0,1.83,30.0,134,332,59053.8,362,-59476.39,1403,278,1380.51,1017.06,2294.88,48.0,sweep,loss>70%win
BTCUSD,-682.45,-2846.77,2431.73,16460.37,0.21,3.0,91,275,47349.649999999994,393,-44917.92,1329,203,515.73,412.32,584.66,41.0,sweep,loss>70%win
USDCAD.c,-2480.8,-7.43,-6926.94,689.08,0.9,20.0,137,218,10840.84,329,-17767.78,1103,189,620.67,705.91,849.13,40.0,sweep,loss>70%win
USDCHF.c,-3824.15,705.89,27115.35,7504.71,1.45,16.52,117,239,65586.79,286,-38471.44,1057,310,846.83,998.42,550.82,46.0,sweep,meets_all
SPX500.c,-759.8,-860.78,-11154.35,2471.7,0.35,5.8,73,254,32946.55,183,-44100.9,872,99,853.4,721.7,1784.99,58.0,,loss>70%win
EURJPY.c,-3010.8,-425.87,-785.24,2855.98,1.51,16.86,70,155,39896.69,252,-40681.93,799,250,384.55,524.82,393.44,38.0,sweep,loss>70%win
WTI.c,-796.3,-124.91,6142.82,2632.0,0.55,7.54,41,142,27574.17,155,-21431.35,585,134,323.7,270.2,220.86,48.0,sweep,loss>70%win
NZDUSD.c,-1063.05,-53.14,-2147.4,863.2,0.85,6.45,80,92,5900.89,161,-8048.29,505,50,790.04,678.62,188.38,36.0,,loss>70%win
JP225.c,-145.65,-16.44,-9020.79,944.0,0.14,1.05,27,78,8566.699999999999,132,-17587.49,419,23,115.72,106.81,147.73,37.0,,loss>70%win
XAGUSD.c,-297.45,-40.19,-15211.5,2590.55,0.41,2.7,45,62,8141.55,84,-23353.05,293,50,332.9,367.39,289.92,42.0,sweep,loss>70%win
GBPAUD.c,-1199.75,-250.22,-4738.8,5087.95,1.68,16.4,50,56,20488.73,86,-25227.53,287,41,821.94,727.7,381.27,39.0,,loss>70%win
AUDCAD.c,-312.85,-132.45000000000002,7415.28,3640.9,0.46,11.0,39,85,8709.63,52,-1294.3500000000001,274,74,762.0,798.57,175.66,62.0,sweep,meets_all
AUDJPY.c,-957.05,-562.16,15230.33,12379.48,1.43,24.96,50,61,22267.18,76,-7036.85,268,41,674.52,1429.81,367.06,45.0,sweep,meets_all
EURAUD.c,-1037.9,-89.44,-1997.91,4826.74,1.61,12.23,45,42,16735.97,89,-18733.88,258,27,580.85,505.63,614.03,32.0,,loss>70%win
EURGBP.c,-1545.65,-44.269999999999996,4709.92,4501.13,2.42,18.0,38,63,31755.670000000002,66,-27045.75,256,39,1405.66,731.53,2779.05,49.0,sweep,loss>70%win
EURCHF.c,-124.8,-194.72,1562.09,259.55,0.24,2.4,24,76,2617.47,26,-1055.3799999999999,204,21,4599.55,4465.75,10568.53,75.0,,meets_all
GBPCAD.c,-579.0,-27.3,-3632.7,1013.96,1.21,20.0,36,41,2759.2200000000003,56,-6391.92,192,19,617.09,475.26,555.89,42.0,,loss>70%win
EURCAD.c,-271.6,-49.300000000000004,-1976.52,204.83,0.59,20.0,30,27,1135.94,65,-3112.46,183,32,1112.54,2465.48,1319.75,29.0,sweep,loss>70%win
CHFJPY.c,-255.25,-4.55,208.78,816.34,0.56,6.0,24,44,2006.38,44,-1797.6,181,55,181.6,108.61,141.88,50.0,sweep,loss>70%win
HK50.c,-35.75,-1.82,-485.06,336.49,0.08,1.0,6,46,736.27,44,-1221.33,181,21,398.47,650.64,361.05,51.0,,loss>70%win
GBPNZD.c,-596.7,-4.43,671.21,1233.74,1.34,10.0,23,39,8595.42,50,-7924.21,178,36,719.65,363.09,202.13,44.0,sweep,loss>70%win
CADJPY.c,-648.4,-131.6,10130.51,3649.29,1.51,8.12,26,37,17169.5,52,-7038.99,176,32,388.98,432.6,250.27,42.0,sweep,meets_all
EURNZD.c,-181.45,-22.5,3106.63,1101.52,0.46,3.86,31,49,3965.53,27,-858.9000000000001,156,27,576.0,404.37,336.88,64.0,sweep,meets_all
CADCHF.c,-429.85,-243.29,2139.7,1524.05,1.17,9.32,17,35,7254.3,39,-5114.6,147,21,726.53,289.64,1212.68,47.0,,loss>70%win
GBPCHF.c,-262.65,-34.0,-73.61,1412.68,0.77,7.18,30,26,2841.9,43,-2915.5099999999998,138,28,818.53,94.74,405.48,38.0,sweep,loss>70%win
EU50.c,-109.0,0.0,-3366.99,830.67,0.33,5.0,2,15,1612.48,51,-4979.47,132,17,12.99,10.69,4.3,23.0,,loss>70%win
NZDJPY.c,-444.75,-154.0,167.23,1382.56,1.37,8.5,26,34,4511.62,31,-4344.39,130,6,860.2,1551.38,241.84,52.0,,loss>70%win
AUDNZD.c,-502.95,-522.39,-14591.83,110.18,1.76,24.36,21,11,258.99,46,-14850.820000000002,113,25,2262.84,210.43,3169.9,19.0,"sweep, emotional",loss>70%win
NZDCAD.c,-207.5,-8.18,-456.78,229.35,0.83,3.7,18,18,1233.83,32,-1690.61,100,12,1131.62,899.71,120.33,36.0,,loss>70%win
BRENT.c,-76.85,-9.24,555.52,724.28,0.32,0.85,7,29,5640.900000000001,18,-5085.38,96,4,466.82,331.51,279.04,62.0,,loss>70%win
ETHUSD,-720.5,-60.0,-3660.98,651.0,3.31,24.0,21,16,2318.1800000000003,28,-5979.16,87,10,713.75,1242.3,599.3,36.0,,loss>70%win
AUDCHF.c,-158.5,0.19000000000000006,-4.52,848.84,0.77,10.0,18,11,1027.3100000000002,31,-1031.83,82,14,388.88,313.85,291.59,26.0,sweep,loss>70%win
NZDCHF.c,-60.5,2.37,34.0,108.73,0.32,3.0,12,19,416.11,20,-382.11,76,12,498.88,386.23,207.41,49.0,sweep,loss>70%win
UK100.c,-111.05,0.0,308.58,658.55,0.78,5.0,6,15,905.66,14,-597.08,57,21,37.15,18.02,0.42,52.0,sweep,meets_all
CHI50.c,-135.1,0.0,-1419.64,449.0,0.96,1.0,2,14,4558.36,14,-5978.0,56,38,105.14,104.46,159.61,50.0,sweep,loss>70%win
AUS200.c,-69.05,21.47,-236.73,769.1,0.7,1.0,4,8,2587.74,8,-2824.47,35,9,1942.55,1804.56,2377.73,50.0,sweep,loss>70%win
ESP35.c,-14.7,0.0,-253.35,84.49,0.23,1.0,3,3,93.81,10,-347.15999999999997,26,6,39.15,20.93,132.81,23.0,sweep,loss>70%win
USDMXN.c,-7.6,0.0,-224.03,10.39,0.19,0.5,4,2,14.43,6,-238.45999999999998,16,2,140.47,0.0,0.0,25.0,,loss>70%win
US2000.c,-14.600000000000001,-0.26,-822.3,8.65,0.36,2.48,4,3,19.55,5,-841.85,16,1,250.84,526.25,155.83,38.0,,loss>70%win
ADAUSD,-43.5,0.0,166.36,168.05,2.9,8.5,3,1,168.05,2,-1.69,6,0,55.66,164.73,2.05,33.0,,meets_all
LTCUSD,-1.0,0.0,-0.65,0.0,0.1,0.1,2,0,0.0,2,-0.6499999999999999,4,0,89.41,0.0,0.0,0.0,,"low_win%,loss>70%win"
USDSEK.c,-0.55,0.0,-22.99,0.0,0.06,0.1,2,0,0.0,2,-22.990000000000002,4,0,0.55,0.0,0.0,0.0,,"low_win%,loss>70%win"
HKCH50.c,-0.05,0.0,-0.2,0.0,0.01,0.01,1,0,0.0,1,-0.2,2,0,0.58,0.0,0.58,0.0,,"low_trades,low_win%,loss>70%win"
USDNOK.c,-0.05,0.0,-2.14,0.0,0.01,0.01,1,0,0.0,1,-2.14,2,0,0.18,0.0,0.0,0.0,,"low_trades,low_win%,loss>70%win"
