Symbol,Comms,Swaps,PL,Largest_Win,Avg_Lot,Max_Lot,Unique_Logins,Win_Count,Win_Amt,Loss_Count,Loss_Amt,Trade_Count,Sweep_Count,Hold_Time_60s,Win_Hold,Loss_Hold,Win_Percent,LPFlags,Recommendation_Reason
EURAUD.c,-1101.9,-89.44,-1287.21,4826.74,1.65,12.23,48,45,18517.8,90,-19805.01,267,28,574.16,477.12,612.79,33.0,,loss>70%win
EURCHF.c,-144.8,-194.72,1281.88,259.55,0.28,4.0,25,76,2617.47,27,-1335.59,206,21,4560.34,4465.75,9658.79,74.0,,meets_all
HK50.c,-75.85,-1.92,-1109.87,336.49,0.15,1.0,7,49,1285.83,51,-2395.7,201,31,377.31,570.68,300.91,49.0,sweep,loss>70%win
GBPCAD.c,-581.6,-27.3,-3656.96,1013.96,1.17,20.0,39,42,2761.95,58,-6418.91,199,20,600.79,475.26,524.22,42.0,,loss>70%win
EURCAD.c,-295.9,-49.7,-3152.37,204.83,0.61,20.0,33,29,1205.67,68,-4358.04,193,32,1085.27,2465.48,1294.59,30.0,sweep,loss>70%win
CADJPY.c,-675.25,-131.55,10068.89,3649.29,1.46,8.12,30,40,17411.03,56,-7342.14,190,32,394.91,405.57,250.27,42.0,sweep,meets_all
CHFJPY.c,-259.9,-4.55,171.09,816.34,0.55,6.0,24,45,2009.1100000000001,46,-1838.02,187,55,176.15,108.61,133.68,49.0,sweep,loss>70%win
GBPNZD.c,-598.9,-4.43,648.45,1233.74,1.32,10.0,23,39,8595.42,52,-7946.97,182,36,704.06,363.09,191.75,43.0,sweep,loss>70%win
EURNZD.c,-201.45,-22.5,2645.53,1101.52,0.51,4.0,32,49,3965.53,28,-1320.0,158,27,575.8,404.37,351.84,64.0,sweep,meets_all
GBPCHF.c,-278.5,-30.069999999999997,-120.66,1412.68,0.74,7.18,33,30,2844.96,47,-2965.62,151,32,817.12,94.74,405.48,39.0,sweep,loss>70%win
CADCHF.c,-432.85,-243.29,2085.87,1524.05,1.16,9.32,17,35,7254.3,40,-5168.43,149,21,717.4,289.64,1212.68,47.0,,loss>70%win
NZDJPY.c,-466.1,-153.7,136.08,1382.56,1.31,8.5,28,36,4543.14,35,-4407.0599999999995,142,7,799.16,1495.8,229.13,51.0,,loss>70%win
EU50.c,-109.0,0.0,-3366.99,830.67,0.33,5.0,2,15,1612.48,51,-4979.47,132,17,12.99,10.69,4.3,23.0,,loss>70%win
AUDNZD.c,-680.2,-556.29,-16223.68,247.53,2.05,24.36,22,15,621.91,51,-16845.59,131,27,2109.42,206.44,3009.33,23.0,"sweep, emotional",loss>70%win
NZDCAD.c,-305.45,-23.43,1148.76,1090.74,1.13,7.79,21,21,3406.3199999999997,33,-2257.56,108,13,1176.81,899.71,120.33,39.0,,meets_all
BRENT.c,-76.85,-9.24,555.52,724.28,0.32,0.85,7,29,5640.900000000001,18,-5085.38,96,4,466.82,331.51,279.04,62.0,,loss>70%win
ETHUSD,-723.0,-60.0,-3630.22,651.0,3.25,24.0,21,17,2348.94,28,-5979.16,89,10,704.83,1126.08,599.3,38.0,,loss>70%win
AUDCHF.c,-178.5,0.19000000000000006,530.75,848.84,0.85,10.0,19,12,1562.58,31,-1031.83,84,14,381.67,313.85,291.59,28.0,sweep,meets_all
NZDCHF.c,-97.95,0.4000000000000002,327.78,318.78,0.47,6.64,15,20,734.89,23,-407.11,84,12,518.21,386.23,374.16,47.0,,meets_all
CHI50.c,-245.1,0.0,-9427.64,900.0,1.17,3.0,2,20,7139.36,22,-16567.0,84,54,79.98,104.46,159.61,48.0,sweep,loss>70%win
UK100.c,-114.6,0.0,488.75,658.55,0.73,5.0,6,18,1085.83,14,-597.08,63,23,40.91,18.02,0.42,56.0,sweep,meets_all
AUS200.c,-69.05,21.47,-236.73,769.1,0.7,1.0,4,8,2587.74,8,-2824.47,35,9,1942.55,1804.56,2377.73,50.0,sweep,loss>70%win
ESP35.c,-14.7,0.0,-253.35,84.49,0.23,1.0,3,3,93.81,10,-347.15999999999997,26,6,39.15,20.93,132.81,23.0,sweep,loss>70%win
US2000.c,-15.35,-0.26,-868.05,8.65,0.34,2.48,4,3,19.55,6,-887.6,18,1,229.25,526.25,122.72,33.0,,loss>70%win
USDMXN.c,-7.6,0.0,-224.03,10.39,0.19,0.5,4,2,14.43,6,-238.45999999999998,16,2,140.47,0.0,0.0,25.0,,loss>70%win
ADAUSD,-43.5,0.0,166.36,168.05,2.9,8.5,3,1,168.05,2,-1.69,6,0,55.66,164.73,2.05,33.0,,meets_all
LTCUSD,-1.0,0.0,-0.65,0.0,0.1,0.1,2,0,0.0,2,-0.6499999999999999,4,0,89.41,0.0,0.0,0.0,,"low_win%,loss>70%win"
USDSEK.c,-0.55,0.0,-22.99,0.0,0.06,0.1,2,0,0.0,2,-22.990000000000002,4,0,0.55,0.0,0.0,0.0,,"low_win%,loss>70%win"
HKCH50.c,-0.05,0.0,-0.2,0.0,0.01,0.01,1,0,0.0,1,-0.2,2,0,0.58,0.0,0.58,0.0,,"low_trades,low_win%,loss>70%win"
USDNOK.c,-0.05,0.0,-2.14,0.0,0.01,0.01,1,0,0.0,1,-2.14,2,0,0.18,0.0,0.0,0.0,,"low_trades,low_win%,loss>70%win"
