Symbol,Comms,Swaps,PL,Largest_Win,Avg_Lot,Max_Lot,Unique_Logins,Win_Count,Win_Amt,Loss_Count,Loss_Amt,Trade_Count,Sweep_Count,Hold_Time_60s,Win_Hold,Loss_Hold,Win_Percent,LPFlags,Recommendation_Reason
XAGUSD.c,-740.5,-99.03,-5204.65,5000.0,0.17,2.7,140,431,69320.55,450,-74525.2,1752,161,303.47,160.56,315.86,49.0,,loss>70%win
EURJPY.c,-7260.7,-622.59,-57661.36,8012.39,2.09,16.86,158,264,75069.78,439,-132731.13999999998,1386,285,350.85,472.81,316.64,38.0,sweep,loss>70%win
NZDUSD.c,-3228.55,-410.76,-15290.43,2157.84,1.13,20.0,141,206,16130.810000000001,368,-31421.24,1146,218,818.17,909.15,562.33,36.0,sweep,loss>70%win
HK50.c,-856.55,698.91,-8462.28,1175.49,0.34,2.0,40,308,31226.670000000002,197,-39688.95,1013,119,532.67,521.03,700.93,61.0,,loss>70%win
JP225.c,-323.35,-56.730000000000004,2211.12,4680.6,0.14,3.0,65,248,33355.51,229,-31144.39,952,66,348.23,347.2,286.91,52.0,,loss>70%win
WTI.c,-1336.05,-255.29,12536.3,4023.0,0.58,7.54,72,208,50418.05,261,-37881.75,927,210,391.11,322.22,159.55,44.0,sweep,loss>70%win
GBPAUD.c,-2890.0,-382.75,-15271.98,5087.95,1.53,18.0,102,141,47489.25,236,-62761.23,756,129,606.81,828.61,406.69,37.0,sweep,loss>70%win
AUDJPY.c,-2186.25,-592.15,7332.68,12379.48,1.2,24.96,85,160,28414.26,209,-21081.58,724,149,683.51,842.94,1274.85,43.0,sweep,loss>70%win
AUDCAD.c,-936.4,-184.31,5653.09,3640.9,0.56,11.0,84,176,10834.01,154,-5180.92,669,124,592.65,497.57,192.62,53.0,sweep,meets_all
CADJPY.c,-2083.0,-232.61,13727.71,3649.29,1.38,21.0,59,153,28669.7,156,-14941.99,603,139,327.92,379.55,244.84,50.0,sweep,meets_all
EURAUD.c,-1792.15,-291.6,-5337.54,4826.74,1.28,12.23,82,98,26843.82,185,-32181.36,559,65,574.47,281.75,555.14,35.0,,loss>70%win
EURGBP.c,-2326.35,-49.38999999999999,-2868.38,4501.13,1.98,18.0,73,112,36588.75,125,-39457.13,469,64,1123.55,959.94,1742.96,47.0,,loss>70%win
GBPCAD.c,-1406.55,-273.21,4511.3,2896.74,1.26,20.0,73,103,17304.920000000002,121,-12793.62,447,56,578.26,547.55,590.26,46.0,,loss>70%win
EURCHF.c,-460.2,-258.44,1344.09,1090.95,0.41,12.0,43,136,5426.01,83,-4081.92,445,95,2801.87,2751.1,4452.89,62.0,sweep,loss>70%win
CHFJPY.c,-1145.05,-234.56,-9303.77,2775.01,1.12,10.0,47,93,15333.36,108,-24637.13,406,93,561.4,463.21,917.46,46.0,sweep,loss>70%win
NZDJPY.c,-1240.4,-313.43,-5406.42,1382.56,1.2,10.0,59,83,9075.66,120,-14482.08,404,50,906.11,1211.41,727.14,41.0,,loss>70%win
EURNZD.c,-635.35,-55.98,798.68,1101.52,0.72,5.0,52,73,6585.71,107,-5787.03,355,81,331.2,312.02,153.43,41.0,sweep,loss>70%win
EURCAD.c,-597.55,-103.96000000000001,-6361.45,824.58,0.69,20.0,57,62,3242.8,111,-9604.25,345,50,1005.21,1362.04,1032.57,36.0,,loss>70%win
AUDNZD.c,-972.65,-733.23,-14965.17,533.74,1.14,24.36,39,81,4014.08,92,-18979.25,341,102,1272.53,710.2,2112.94,47.0,sweep,loss>70%win
GBPNZD.c,-780.0,-17.31,-451.8,1233.74,0.93,10.0,40,82,12793.49,87,-13245.29,336,51,760.8,464.4,655.78,49.0,sweep,loss>70%win
HKCH50.c,-520.0,-339.29,-6047.34,777.4,0.64,2.3,24,94,12151.95,68,-18199.29,323,55,582.96,331.18,1109.1,58.0,sweep,loss>70%win
GBPCHF.c,-826.0,69.36,152.8,1412.68,1.21,7.18,50,64,7244.83,72,-7092.03,274,48,811.5,176.65,491.15,47.0,sweep,loss>70%win
NZDCAD.c,-828.35,-255.43,-6234.36,1090.74,1.24,15.0,46,49,4738.4,87,-10972.76,270,37,792.44,317.1,468.23,36.0,,loss>70%win
CADCHF.c,-601.45,-287.8,907.08,1524.05,0.94,9.32,35,62,9023.17,68,-8116.09,257,39,914.79,775.0,990.68,48.0,sweep,loss>70%win
AUDCHF.c,-603.15,-68.55,-60.0,848.84,1.37,20.0,43,30,4744.21,58,-4804.21,176,19,647.99,905.32,631.34,34.0,,loss>70%win
ETHUSD,-1847.0,-145.10999999999999,-7148.0,1202.72,4.56,30.0,39,24,6569.41,62,-13717.41,169,33,520.9,1126.08,542.65,28.0,sweep,loss>70%win
EU50.c,-132.4,0.0,3899.56,3095.77,0.37,5.0,5,21,8879.03,51,-4979.47,144,19,34.62,163.52,4.3,29.0,,meets_all
UK100.c,-303.45,0.0,-3577.21,658.55,0.9,8.41,13,32,2228.57,40,-5805.78,135,28,41.84,72.12,10.33,44.0,sweep,loss>70%win
NZDCHF.c,-212.75,1.37,-31.08,318.78,0.68,8.0,25,28,1050.1399999999999,33,-1081.22,124,16,628.54,322.72,457.91,46.0,,loss>70%win
BRENT.c,-95.6,-15.120000000000001,106.02,724.28,0.34,3.08,9,31,5668.92,24,-5562.9,114,9,498.47,619.46,217.79,56.0,,loss>70%win
CHI50.c,-265.5,0.0,-9721.66,900.0,1.0,3.0,6,22,7234.18,31,-16955.84,106,60,102.1,104.46,159.61,42.0,sweep,loss>70%win
US2000.c,-60.650000000000006,50.14,-2033.75,579.6,0.33,2.48,11,11,836.55,26,-2870.3,73,3,510.51,168.11,1525.02,30.0,,loss>70%win
AUS200.c,-69.95,21.47,-249.26,769.1,0.42,1.0,7,13,2607.67,15,-2856.93,59,9,1195.56,1320.58,2168.05,46.0,sweep,loss>70%win
ESP35.c,-17.35,0.0,-347.41,100.42,0.2,1.0,4,4,194.23,13,-541.64,34,7,39.94,29.19,87.11,24.0,sweep,loss>70%win
USDMXN.c,-26.6,-72.92,-643.53,230.39,0.44,1.3,5,3,244.82,9,-888.3499999999999,24,4,352.54,0.0,0.0,25.0,sweep,loss>70%win
ADAUSD,-43.5,0.0,166.36,168.05,2.9,8.5,3,1,168.05,2,-1.69,6,0,55.66,164.73,2.05,33.0,,meets_all
LTCUSD,-1.0,0.0,-0.65,0.0,0.1,0.1,2,0,0.0,2,-0.6499999999999999,4,0,89.41,0.0,0.0,0.0,,"low_win%,loss>70%win"
USDSEK.c,-0.55,0.0,-22.99,0.0,0.06,0.1,2,0,0.0,2,-22.990000000000002,4,0,0.55,0.0,0.0,0.0,,"low_win%,loss>70%win"
USDNOK.c,-0.05,0.0,-2.14,0.0,0.01,0.01,1,0,0.0,1,-2.14,2,0,0.18,0.0,0.0,0.0,,"low_trades,low_win%,loss>70%win"
IT40.c,-2.0,0.0,-58.79,0.0,0.4,0.4,1,0,0.0,1,-58.79,2,0,0.07,0.0,0.0,0.0,,"low_trades,low_win%,loss>70%win"
