Symbol,Comms,Swaps,PL,Largest_Win,Avg_Lot,Max_Lot,Unique_Logins,Win_Count,Win_Amt,Loss_Count,Loss_Amt,Trade_Count,Sweep_Count,Hold_Time_60s,Win_Hold,Loss_Hold,Win_Percent,LPFlags,Recommendation_Reason
EURJPY.c,-7123.25,-623.16,-56327.31,8012.39,2.1,16.86,153,260,74527.65000000001,426,-130854.95999999999,1353,282,348.56,472.09,321.49,38.0,sweep,loss>70%win
NZDUSD.c,-3118.05,-407.75,-14308.66,2157.84,1.13,20.0,136,202,16019.710000000001,353,-30328.37,1109,211,833.5,923.41,586.37,36.0,sweep,loss>70%win
HK50.c,-856.55,698.91,-8462.28,1175.49,0.34,2.0,40,308,31226.670000000002,197,-39688.95,1013,119,532.67,521.03,700.93,61.0,,loss>70%win
JP225.c,-323.35,-56.730000000000004,2211.12,4680.6,0.14,3.0,65,248,33355.51,229,-31144.39,952,66,348.23,347.2,286.91,52.0,,loss>70%win
WTI.c,-1286.25,-252.81,12876.78,4023.0,0.58,7.54,69,195,47972.03,257,-35095.25,893,196,385.13,328.74,159.55,43.0,sweep,loss>70%win
GBPAUD.c,-2809.9,-382.75,-14770.88,5087.95,1.52,18.0,101,138,46715.6,232,-61486.479999999996,741,128,612.45,830.6,406.51,37.0,sweep,loss>70%win
AUDJPY.c,-2089.45,-562.35,8650.33,12379.48,1.19,24.96,79,156,28271.649999999998,201,-19621.32,701,148,418.33,878.15,296.11,44.0,sweep,meets_all
AUDCAD.c,-929.55,-177.57000000000002,5912.22,3640.9,0.56,11.0,82,176,10834.01,151,-4921.79,663,123,593.22,497.57,180.42,54.0,sweep,meets_all
EURAUD.c,-1782.5,-288.33,-5150.42,4826.74,1.31,12.23,81,97,26835.13,178,-31985.55,544,64,563.01,281.75,573.34,35.0,,loss>70%win
CADJPY.c,-1875.3,-232.61,14227.46,3649.29,1.59,21.0,56,121,28035.66,121,-13808.2,470,69,390.04,374.7,294.03,50.0,,meets_all
EURGBP.c,-2286.55,-49.38999999999999,-3086.56,4501.13,1.99,18.0,70,109,36284.44,123,-39371.0,459,64,1145.24,959.94,1770.28,47.0,,loss>70%win
GBPCAD.c,-1358.45,-273.21,2941.47,2896.74,1.28,20.0,70,96,15675.91,117,-12734.44,425,55,591.65,557.88,642.37,45.0,,loss>70%win
EURCHF.c,-424.0,-261.45,773.82,1090.95,0.4,12.0,42,128,4584.1900000000005,79,-3810.37,422,92,2861.18,2751.1,4452.89,62.0,sweep,loss>70%win
NZDJPY.c,-1225.4,-313.43,-5410.25,1382.56,1.19,10.0,59,82,9071.83,120,-14482.08,402,50,910.55,1211.41,727.14,41.0,,loss>70%win
CHFJPY.c,-1099.3,-230.5,-8949.56,2775.01,1.12,10.0,45,92,15317.38,104,-24266.94,393,90,367.04,463.21,366.27,47.0,sweep,loss>70%win
EURNZD.c,-635.3,-55.98,798.68,1101.52,0.72,5.0,51,73,6585.71,107,-5787.03,354,81,331.2,312.02,153.43,41.0,sweep,loss>70%win
AUDNZD.c,-972.65,-733.23,-14965.17,533.74,1.14,24.36,39,81,4014.08,92,-18979.25,341,102,1272.53,710.2,2112.94,47.0,sweep,loss>70%win
EURCAD.c,-577.5,-95.85000000000001,-6093.43,824.58,0.68,20.0,55,62,3242.8,108,-9336.23,339,50,1018.77,1362.04,1032.57,36.0,,loss>70%win
HKCH50.c,-520.0,-339.29,-6047.34,777.4,0.64,2.3,24,94,12151.95,68,-18199.29,323,55,582.96,331.18,1109.1,58.0,sweep,loss>70%win
GBPNZD.c,-723.55,-9.25,-1066.03,1233.74,0.92,10.0,39,77,11329.35,82,-12395.380000000001,316,49,744.82,453.54,536.58,48.0,sweep,loss>70%win
GBPCHF.c,-795.2,69.36,-349.76,1412.68,1.19,7.18,49,63,6545.76,70,-6895.52,268,48,816.17,130.86,490.52,47.0,sweep,loss>70%win
NZDCAD.c,-809.35,-255.43,-6061.69,1090.74,1.24,15.0,45,49,4738.4,84,-10800.09,264,33,800.85,317.1,472.3,37.0,,loss>70%win
CADCHF.c,-600.55,-287.8,918.86,1524.05,0.94,9.32,35,62,9023.17,67,-8104.31,255,39,921.5,775.0,990.68,48.0,sweep,loss>70%win
AUDCHF.c,-553.65,-68.55,186.26,848.84,1.3,20.0,40,30,4744.21,56,-4557.95,170,19,658.64,905.32,631.34,35.0,,loss>70%win
ETHUSD,-1837.0,-145.10999999999999,-7164.78,1202.72,4.59,30.0,38,23,6552.63,62,-13717.41,167,33,526.81,1126.08,542.65,27.0,sweep,loss>70%win
EU50.c,-132.4,0.0,3899.56,3095.77,0.37,5.0,5,21,8879.03,51,-4979.47,144,19,34.62,163.52,4.3,29.0,,meets_all
UK100.c,-290.45,0.0,-3404.57,658.55,0.9,8.41,13,31,2176.16,38,-5580.73,129,26,42.54,72.12,10.33,45.0,sweep,loss>70%win
NZDCHF.c,-209.4,0.9600000000000002,-29.55,318.78,0.71,8.0,23,27,1043.02,32,-1072.57,118,16,543.25,322.72,457.91,46.0,,loss>70%win
BRENT.c,-95.6,-15.120000000000001,106.02,724.28,0.34,3.08,9,31,5668.92,24,-5562.9,114,9,498.47,619.46,217.79,56.0,,loss>70%win
CHI50.c,-265.5,0.0,-9721.66,900.0,1.0,3.0,6,22,7234.18,31,-16955.84,106,60,102.1,104.46,159.61,42.0,sweep,loss>70%win
US2000.c,-60.650000000000006,50.14,-2033.75,579.6,0.33,2.48,11,11,836.55,26,-2870.3,73,3,510.51,168.11,1525.02,30.0,,loss>70%win
AUS200.c,-69.95,21.47,-249.26,769.1,0.42,1.0,7,13,2607.67,15,-2856.93,59,9,1195.56,1320.58,2168.05,46.0,sweep,loss>70%win
ESP35.c,-17.35,0.0,-347.41,100.42,0.2,1.0,4,4,194.23,13,-541.64,34,7,39.94,29.19,87.11,24.0,sweep,loss>70%win
USDMXN.c,-26.6,-72.92,-643.53,230.39,0.44,1.3,5,3,244.82,9,-888.3499999999999,24,4,352.54,0.0,0.0,25.0,sweep,loss>70%win
ADAUSD,-43.5,0.0,166.36,168.05,2.9,8.5,3,1,168.05,2,-1.69,6,0,55.66,164.73,2.05,33.0,,meets_all
LTCUSD,-1.0,0.0,-0.65,0.0,0.1,0.1,2,0,0.0,2,-0.6499999999999999,4,0,89.41,0.0,0.0,0.0,,"low_win%,loss>70%win"
USDSEK.c,-0.55,0.0,-22.99,0.0,0.06,0.1,2,0,0.0,2,-22.990000000000002,4,0,0.55,0.0,0.0,0.0,,"low_win%,loss>70%win"
USDNOK.c,-0.05,0.0,-2.14,0.0,0.01,0.01,1,0,0.0,1,-2.14,2,0,0.18,0.0,0.0,0.0,,"low_trades,low_win%,loss>70%win"
IT40.c,-2.0,0.0,-58.79,0.0,0.4,0.4,1,0,0.0,1,-58.79,2,0,0.07,0.0,0.0,0.0,,"low_trades,low_win%,loss>70%win"
