Symbol,Comms,Swaps,PL,Largest_Win,Avg_Lot,Max_Lot,Unique_Logins,Win_Count,Win_Amt,Loss_Count,Loss_Amt,Trade_Count,Sweep_Count,Hold_Time_60s,Win_Hold,Loss_Hold,Win_Percent,LPFlags,Recommendation_Reason
XAUUSD.c,-84973.55,-26177.23,-147772.08,19674.0,0.41,10.0,1626,22380,5790291.77,19450,-5938063.85,83037,18847,134.51,105.77,123.03,54.0,sweep,loss>70%win
EURUSD.c,-84024.8,-11011.12,-16.45,21720.0,2.25,30.0,698,3376,1023179.06,4107,-1023195.51,14956,2557,402.99,499.31,460.7,45.0,sweep,loss>70%win
NAS100.c,-11921.7,-3914.36,-75831.3,22457.68,0.42,8.0,424,2613,933252.56,3075,-1009083.86,11281,1983,240.2,156.93,183.84,46.0,sweep,loss>70%win
GBPUSD.c,-32045.7,-1431.67,-44043.27,8584.0,1.87,30.0,512,1501,449625.01,1953,-493668.28,6869,1118,351.81,452.48,348.34,43.0,sweep,loss>70%win
US30.c,-5745.35,-306.01,25798.17,11924.0,0.36,4.64,264,1713,371059.42,1513,-345261.25,6428,1254,166.61,103.42,283.09,53.0,sweep,loss>70%win
USDJPY.c,-44791.35,-1767.4,-66056.01,28209.81,2.95,30.0,471,1254,634418.95,1794,-700474.96,6087,1136,465.25,281.1,402.09,41.0,sweep,loss>70%win
BTCUSD,-1779.65,-4913.95,-30603.72,16460.37,0.18,3.5,185,838,113719.39,1164,-144323.11,3982,512,467.79,391.53,248.42,42.0,,loss>70%win
GER30.c,-9178.15,-1128.0800000000002,83006.5,17989.34,1.02,11.0,174,929,557339.75,897,-474333.25,3588,402,195.62,181.69,187.04,51.0,,loss>70%win
GBPJPY.c,-7824.2,25.649999999999984,-67186.81,4645.44,1.44,19.02,232,464,105816.72,629,-173003.53,2177,302,755.66,348.16,342.26,42.0,,loss>70%win
AUDUSD.c,-11967.8,-1616.46,-28032.07,4417.68,2.37,30.0,203,465,107912.77,540,-135944.84,2025,372,1371.74,961.25,1760.29,46.0,sweep,loss>70%win
SPX500.c,-1345.95,-967.9,-35892.3,2471.7,0.33,7.5,120,468,57806.75,348,-93699.05,1612,167,710.41,821.62,1168.44,57.0,,loss>70%win
USDCAD.c,-6263.85,-219.47,28719.18,7043.79,1.58,30.0,200,344,60729.11,454,-32009.93,1589,240,644.46,988.7,756.1,43.0,sweep,meets_all
USDCHF.c,-4941.2,576.0699999999999,11419.56,7504.71,1.4,16.52,173,325,79145.56,385,-67726.0,1410,344,816.99,878.19,904.46,46.0,sweep,loss>70%win
EURJPY.c,-5760.9,-614.02,-26767.06,8012.39,2.04,16.86,128,223,69408.37,350,-96175.43,1127,266,369.79,490.43,333.84,39.0,sweep,loss>70%win
JP225.c,-247.05,-40.620000000000005,-3837.33,4680.6,0.12,2.5,56,205,22353.96,206,-26191.29,822,52,302.94,340.73,190.36,50.0,,loss>70%win
NZDUSD.c,-2145.2,-392.77000000000004,-8731.49,2157.84,1.07,15.0,114,149,12142.539999999999,255,-20874.03,803,118,961.68,923.12,425.11,37.0,,loss>70%win
WTI.c,-1075.65,-235.9,14172.71,4023.0,0.6,7.54,59,174,46115.75,188,-31943.04,715,152,429.43,318.82,210.26,48.0,sweep,meets_all
XAGUSD.c,-408.6,-60.89,-9479.05,4015.0,0.24,2.7,83,173,23832.5,174,-33311.55,685,71,429.35,333.96,769.18,50.0,,loss>70%win
HK50.c,-470.45,38.31,-1477.18,1175.49,0.3,2.0,26,188,19981.32,127,-21458.5,633,76,467.52,316.29,547.68,60.0,,loss>70%win
GBPAUD.c,-2228.5,-335.78,-11465.11,5087.95,1.58,16.4,82,110,38860.03,171,-50325.14,564,106,556.62,436.07,438.45,39.0,sweep,loss>70%win
AUDCAD.c,-710.0,-173.93,6521.66,3640.9,0.55,11.0,76,143,10668.4,112,-4146.74,520,109,619.61,480.37,191.09,56.0,sweep,meets_all
AUDJPY.c,-1375.75,-555.92,12380.57,12379.48,1.19,24.96,68,114,25356.04,120,-12975.47,460,93,542.5,1224.64,402.14,49.0,sweep,meets_all
EURAUD.c,-1606.6,-196.35,-3022.51,4826.74,1.46,12.23,73,80,25438.84,141,-28461.35,439,53,548.03,295.72,428.54,36.0,,loss>70%win
EURGBP.c,-2044.7,-30.429999999999996,-1293.56,4501.13,2.06,18.0,62,96,35285.38,105,-36578.94,397,55,1234.46,1128.73,1861.05,48.0,,loss>70%win
GBPCAD.c,-801.75,-59.38,-2735.77,1013.96,1.04,20.0,56,63,5612.71,91,-8348.48,308,36,661.68,574.59,625.54,41.0,,loss>70%win
CADJPY.c,-1000.5,-209.8,10850.4,3649.29,1.33,10.0,48,70,21357.239999999998,82,-10506.84,301,47,497.48,481.73,366.59,46.0,sweep,meets_all
EURCAD.c,-422.1,-92.68,-6068.63,209.51,0.61,20.0,49,46,1822.88,92,-7891.51,277,46,966.01,1460.27,1140.3,33.0,sweep,loss>70%win
AUDNZD.c,-922.1,-729.35,-14546.17,533.74,1.4,24.36,33,56,3862.79,79,-18408.96,265,83,1481.55,636.01,2312.46,41.0,sweep,loss>70%win
EURCHF.c,-244.5,-213.96,-144.05,259.55,0.37,4.0,35,91,2880.1,39,-3024.15,264,38,3695.26,3797.78,7672.66,70.0,,loss>70%win
GBPNZD.c,-685.05,-8.95,-2636.59,1233.74,1.1,10.0,37,54,9640.59,71,-12277.18,249,41,802.71,510.23,627.1,43.0,sweep,loss>70%win
NZDJPY.c,-833.7,-163.81,-1625.21,1382.56,1.31,10.0,48,60,7110.63,64,-8735.84,246,23,686.74,1343.76,264.09,48.0,,loss>70%win
CHFJPY.c,-604.8,-152.3,-1837.03,2775.01,0.94,10.0,33,56,7962.110000000001,63,-9799.14,245,63,275.37,351.76,282.14,47.0,sweep,loss>70%win
GBPCHF.c,-682.6,73.96000000000001,-613.42,1412.68,1.22,7.18,46,53,5448.55,59,-6061.97,225,43,868.64,138.74,347.41,47.0,sweep,loss>70%win
EURNZD.c,-267.35,-55.98,1718.83,1101.52,0.49,4.0,44,62,4824.48,50,-3105.65,221,29,507.53,359.49,307.99,55.0,,meets_all
CADCHF.c,-492.25,-277.69,2166.84,1524.05,0.94,9.32,30,54,7959.58,52,-5792.740000000001,209,28,811.1,706.77,1079.48,51.0,,loss>70%win
NZDCAD.c,-486.3,-76.61,-289.51,1090.74,0.96,14.94,34,43,3628.63,60,-3918.1400000000003,205,22,850.86,351.48,111.48,42.0,,loss>70%win
HKCH50.c,-305.4,-64.75,-3335.51,777.4,0.6,2.0,15,61,7904.67,42,-11240.18,205,26,445.35,336.07,644.32,59.0,,loss>70%win
ETHUSD,-1386.0,-135.74,-5242.84,1202.72,4.28,24.0,30,21,6447.5,49,-11690.34,137,31,524.98,1126.08,528.24,30.0,sweep,loss>70%win
EU50.c,-111.9,0.0,-2811.18,830.67,0.33,5.0,3,17,2168.29,51,-4979.47,136,17,15.8,10.69,4.3,25.0,,loss>70%win
AUDCHF.c,-286.8,-41.550000000000004,-869.99,848.84,0.85,10.0,32,20,2690.59,48,-3560.58,135,17,519.82,977.79,553.17,29.0,,loss>70%win
CHI50.c,-265.5,0.0,-9721.66,900.0,1.0,3.0,6,22,7234.18,31,-16955.84,106,60,102.1,104.46,159.61,42.0,sweep,loss>70%win
BRENT.c,-78.9,-9.24,515.32,724.28,0.3,0.85,8,29,5640.900000000001,22,-5125.58,105,7,433.28,331.51,227.72,57.0,,loss>70%win
NZDCHF.c,-112.65,0.6400000000000001,310.96,318.78,0.48,6.64,17,23,765.08,24,-454.12,94,13,549.94,322.72,374.16,49.0,,meets_all
UK100.c,-208.15,0.0,-1943.21,658.55,0.98,8.41,10,23,1574.1999999999998,22,-3517.41,85,23,38.24,26.86,13.8,51.0,sweep,loss>70%win
AUS200.c,-69.9,21.47,-252.02,769.1,0.44,1.0,7,12,2604.91,15,-2856.93,57,9,1238.13,1448.04,2168.05,44.0,sweep,loss>70%win
US2000.c,-32.85,-0.26,-786.35,579.6,0.41,2.48,9,5,704.15,11,-1490.5,32,1,182.13,301.8,149.65,31.0,,loss>70%win
ESP35.c,-14.7,0.0,-253.35,84.49,0.23,1.0,3,3,93.81,10,-347.15999999999997,26,6,39.15,20.93,132.81,23.0,sweep,loss>70%win
USDMXN.c,-20.6,-49.8,-318.34,230.39,0.41,1.3,5,3,244.82,7,-563.16,20,3,177.82,0.0,0.0,30.0,sweep,loss>70%win
ADAUSD,-43.5,0.0,166.36,168.05,2.9,8.5,3,1,168.05,2,-1.69,6,0,55.66,164.73,2.05,33.0,,meets_all
LTCUSD,-1.0,0.0,-0.65,0.0,0.1,0.1,2,0,0.0,2,-0.6499999999999999,4,0,89.41,0.0,0.0,0.0,,"low_win%,loss>70%win"
USDSEK.c,-0.55,0.0,-22.99,0.0,0.06,0.1,2,0,0.0,2,-22.990000000000002,4,0,0.55,0.0,0.0,0.0,,"low_win%,loss>70%win"
USDNOK.c,-0.05,0.0,-2.14,0.0,0.01,0.01,1,0,0.0,1,-2.14,2,0,0.18,0.0,0.0,0.0,,"low_trades,low_win%,loss>70%win"
IT40.c,-2.0,0.0,-58.79,0.0,0.4,0.4,1,0,0.0,1,-58.79,2,0,0.07,0.0,0.0,0.0,,"low_trades,low_win%,loss>70%win"
