Symbol,Comms,Swaps,PL,Largest_Win,Avg_Lot,Max_Lot,Unique_Logins,Win_Count,Win_Amt,Loss_Count,Loss_Amt,Trade_Count,Sweep_Count,Hold_Time_60s,Win_Hold,Loss_Hold,Win_Percent,LPFlags,Recommendation_Reason
USDCAD.c,-4682.75,139.78,8874.53,2624.87,1.39,30.0,174,277,34862.59,400,-25988.06,1350,218,589.55,603.23,846.2,41.0,sweep,loss>70%win
USDCHF.c,-4275.2,423.73,19879.12,7504.71,1.37,16.52,153,274,67736.05,347,-47856.93,1243,320,879.66,934.47,908.73,44.0,sweep,loss>70%win
EURJPY.c,-3809.35,-625.1,-9178.61,2855.98,1.54,16.86,99,191,46552.090000000004,309,-55730.7,984,259,379.7,533.32,352.81,38.0,sweep,loss>70%win
WTI.c,-1021.5,-212.68,17086.55,4023.0,0.59,7.54,54,171,46080.47,180,-28993.920000000002,692,150,428.85,318.82,197.54,49.0,sweep,meets_all
NZDUSD.c,-1330.35,-349.16,-5408.96,2157.84,0.82,9.5,97,118,8945.289999999999,209,-14354.25,650,70,1105.87,1061.43,454.22,36.0,,loss>70%win
JP225.c,-199.65,-33.5,-2665.74,4680.6,0.13,2.5,46,132,19432.95,178,-22098.69,620,38,149.56,97.51,194.58,43.0,,loss>70%win
XAGUSD.c,-379.55,-48.4,-11834.6,3592.8,0.26,2.7,72,146,18500.4,143,-30335.0,573,65,436.76,360.52,792.53,51.0,,loss>70%win
GBPAUD.c,-1653.85,-283.89,-4532.76,5087.95,1.47,16.4,69,86,28321.27,137,-32854.03,451,87,624.86,478.84,477.43,39.0,sweep,loss>70%win
AUDCAD.c,-452.0,-151.91,6239.9,3640.9,0.49,11.0,57,105,9385.88,79,-3145.98,370,85,781.57,679.61,189.59,57.0,sweep,meets_all
EURGBP.c,-1849.35,-3.1899999999999955,512.17,4501.13,2.16,18.0,52,87,34553.42,86,-34041.25,342,50,1297.96,1191.17,1990.16,50.0,,loss>70%win
HK50.c,-165.65,0.9600000000000002,-1651.85,835.1,0.21,2.0,13,87,6743.07,71,-8394.92,320,47,382.8,415.44,492.93,55.0,,loss>70%win
AUDJPY.c,-1071.0,-558.99,14611.88,12379.48,1.37,24.96,59,66,23739.18,93,-9127.3,310,45,725.15,1410.0,458.36,42.0,,meets_all
EURAUD.c,-1119.95,-134.57999999999998,-616.82,4826.74,1.51,12.23,57,53,19535.14,96,-20151.96,296,29,608.83,385.57,600.98,36.0,,loss>70%win
GBPCAD.c,-676.9,-34.46,-3807.35,1013.96,1.02,20.0,50,54,3427.2400000000002,80,-7234.59,266,31,665.06,386.85,625.54,40.0,,loss>70%win
CADJPY.c,-852.45,-134.9,8957.93,3649.29,1.32,10.0,41,57,18232.21,68,-9274.28,249,43,473.74,394.17,404.52,46.0,sweep,meets_all
EURCAD.c,-376.3,-88.2,-5866.6,204.83,0.65,20.0,42,39,1477.03,78,-7343.63,233,40,1027.75,1840.38,1220.5,33.0,sweep,loss>70%win
EURCHF.c,-150.3,-197.43,1293.74,259.55,0.26,4.0,29,85,2660.87,30,-1367.1299999999999,230,22,4202.68,3919.3,8895.84,74.0,,meets_all
GBPNZD.c,-668.25,-5.81,-3143.48,1233.74,1.22,10.0,31,45,9033.73,64,-12177.210000000001,218,40,764.43,317.06,646.64,41.0,sweep,loss>70%win
NZDJPY.c,-722.55,-159.41,-1360.46,1382.56,1.38,10.0,43,50,6122.21,52,-7482.67,202,15,760.37,1372.41,265.85,49.0,,loss>70%win
GBPCHF.c,-565.05,36.900000000000006,-1771.87,1412.68,1.15,7.18,40,43,4091.1400000000003,56,-5863.01,198,38,850.18,159.12,358.56,43.0,sweep,loss>70%win
CHFJPY.c,-269.9,-11.0,-235.98,816.34,0.57,6.0,25,45,2009.1100000000001,47,-2245.09,189,55,179.85,108.61,133.68,49.0,sweep,loss>70%win
EURNZD.c,-217.55,-52.86,2129.26,1101.52,0.48,4.0,38,54,4147.1,38,-2017.8400000000001,185,29,573.86,369.18,330.06,59.0,sweep,meets_all
CADCHF.c,-465.40000000000003,-247.73,2582.05,1524.05,1.04,9.32,24,47,7767.36,43,-5185.31,179,23,711.47,384.6,1264.12,52.0,,meets_all
NZDCAD.c,-447.15000000000003,-73.7,255.86,1090.74,1.05,14.94,31,38,3572.98,48,-3317.1200000000003,173,19,879.13,388.34,107.42,44.0,,loss>70%win
AUDNZD.c,-734.05,-718.32,-16046.41,525.65,1.71,24.36,29,24,2035.43,65,-18081.84,172,30,2022.48,1368.96,2695.57,27.0,sweep,loss>70%win
EU50.c,-109.0,0.0,-3366.99,830.67,0.33,5.0,2,15,1612.48,51,-4979.47,132,17,12.99,10.69,4.3,23.0,,loss>70%win
ETHUSD,-1306.0,-135.74,-4120.17,1202.72,4.51,24.0,29,21,6447.5,42,-10567.67,123,20,584.64,1126.08,528.24,33.0,sweep,loss>70%win
BRENT.c,-78.9,-9.24,515.32,724.28,0.3,0.85,8,29,5640.900000000001,22,-5125.58,105,7,433.28,331.51,227.72,57.0,,loss>70%win
CHI50.c,-265.3,0.0,-9684.32,900.0,1.08,3.0,5,21,7231.36,28,-16915.68,98,60,95.15,104.46,159.61,43.0,sweep,loss>70%win
AUDCHF.c,-195.5,-5.3100000000000005,-181.35,848.84,0.85,10.0,21,13,1603.3500000000001,34,-1784.7,92,14,478.3,438.02,558.97,28.0,sweep,loss>70%win
NZDCHF.c,-98.65,0.6400000000000001,327.78,318.78,0.46,6.64,15,20,734.89,23,-407.11,86,12,589.37,386.23,374.16,47.0,,meets_all
HKCH50.c,-122.65,-33.86,-1407.03,777.4,0.64,2.0,7,22,3925.3,17,-5332.33,77,13,449.7,349.03,206.65,56.0,sweep,loss>70%win
UK100.c,-192.35,0.0,-1879.0,658.55,1.03,8.41,9,20,1116.83,18,-2995.83,75,23,38.47,26.86,13.8,53.0,sweep,loss>70%win
AUS200.c,-69.65,21.47,-244.15,769.1,0.51,1.0,6,11,2602.2,12,-2846.35,49,9,1447.6,1448.04,2168.05,48.0,sweep,loss>70%win
ESP35.c,-14.7,0.0,-253.35,84.49,0.23,1.0,3,3,93.81,10,-347.15999999999997,26,6,39.15,20.93,132.81,23.0,sweep,loss>70%win
US2000.c,-26.75,-0.26,-1189.7,8.65,0.45,2.48,7,3,19.55,9,-1209.25,24,1,181.08,526.25,79.65,25.0,,loss>70%win
USDMXN.c,-7.6,0.0,-224.03,10.39,0.19,0.5,4,2,14.43,6,-238.45999999999998,16,2,140.47,0.0,0.0,25.0,,loss>70%win
ADAUSD,-43.5,0.0,166.36,168.05,2.9,8.5,3,1,168.05,2,-1.69,6,0,55.66,164.73,2.05,33.0,,meets_all
LTCUSD,-1.0,0.0,-0.65,0.0,0.1,0.1,2,0,0.0,2,-0.6499999999999999,4,0,89.41,0.0,0.0,0.0,,"low_win%,loss>70%win"
USDSEK.c,-0.55,0.0,-22.99,0.0,0.06,0.1,2,0,0.0,2,-22.990000000000002,4,0,0.55,0.0,0.0,0.0,,"low_win%,loss>70%win"
USDNOK.c,-0.05,0.0,-2.14,0.0,0.01,0.01,1,0,0.0,1,-2.14,2,0,0.18,0.0,0.0,0.0,,"low_trades,low_win%,loss>70%win"
IT40.c,-2.0,0.0,-58.79,0.0,0.4,0.4,1,0,0.0,1,-58.79,2,0,0.07,0.0,0.0,0.0,,"low_trades,low_win%,loss>70%win"
