Symbol,Comms,Swaps,PL,Largest_Win,Avg_Lot,Max_Lot,Unique_Logins,Win_Count,Win_Amt,Loss_Count,Loss_Amt,Trade_Count,Sweep_Count,Hold_Time_60s,Win_Hold,Loss_Hold,Win_Percent,LPFlags,Recommendation_Reason
JP225.c,-170.75,-28.32,-2269.62,4680.6,0.15,2.5,33,89,16856.97,151,-19126.59,477,28,142.21,107.05,138.06,37.0,,loss>70%win
XAGUSD.c,-350.3,-45.47,-18165.85,2590.55,0.29,2.7,54,117,9946.85,121,-28112.7,475,58,344.96,436.9,409.53,49.0,,loss>70%win
GBPAUD.c,-1388.15,-270.13,-4508.97,5087.95,1.56,16.4,58,73,23083.76,103,-27592.73,357,52,743.2,534.62,518.05,41.0,,loss>70%win
AUDCAD.c,-358.25,-134.45000000000002,7915.37,3640.9,0.46,11.0,46,94,9308.12,62,-1392.75,313,75,743.63,734.5,167.81,60.0,sweep,meets_all
EURGBP.c,-1663.75,0.5200000000000031,4479.88,4501.13,2.31,18.0,45,71,33037.91,75,-28558.03,288,45,1395.97,1100.02,2422.85,49.0,sweep,loss>70%win
AUDJPY.c,-1019.55,-566.22,15940.89,12379.48,1.41,24.96,54,64,23039.88,82,-7098.99,286,41,651.16,1410.0,359.43,44.0,,meets_all
EURAUD.c,-1101.9,-118.77,-484.72,4826.74,1.65,12.23,48,46,19320.29,90,-19805.01,268,28,609.6,477.12,612.79,34.0,,loss>70%win
CADJPY.c,-725.2,-131.31,8606.57,3649.29,1.41,8.12,33,44,17673.52,63,-9066.95,211,39,417.66,405.57,250.27,41.0,sweep,meets_all
EURCHF.c,-145.3,-194.72,1297.31,259.55,0.28,4.0,26,77,2632.9,27,-1335.59,208,21,4519.84,4465.75,9658.79,74.0,,meets_all
HK50.c,-75.9,-1.92,-1108.08,336.49,0.15,1.0,7,50,1287.62,51,-2395.7,203,31,373.64,545.06,300.91,50.0,sweep,loss>70%win
GBPCAD.c,-584.6,-27.67,-3403.71,1013.96,1.16,20.0,40,43,3061.32,59,-6465.03,202,20,640.23,475.26,630.54,42.0,,loss>70%win
GBPNZD.c,-614.0,-4.43,789.81,1233.74,1.25,10.0,25,42,8817.98,56,-8028.17,196,38,663.84,333.37,177.89,43.0,sweep,loss>70%win
EURCAD.c,-295.9,-49.7,-3152.37,204.83,0.61,20.0,33,29,1205.67,68,-4358.04,193,32,1085.27,2465.48,1294.59,30.0,sweep,loss>70%win
CHFJPY.c,-259.9,-4.55,171.09,816.34,0.55,6.0,24,45,2009.1100000000001,46,-1838.02,187,55,176.15,108.61,133.68,49.0,sweep,loss>70%win
EURNZD.c,-201.45,-22.5,2645.53,1101.52,0.51,4.0,32,49,3965.53,28,-1320.0,158,27,575.8,404.37,351.84,64.0,sweep,meets_all
NZDJPY.c,-511.8,-159.66,272.91,1382.56,1.27,8.5,31,39,4771.25,39,-4498.34,157,9,818.83,1682.37,249.29,50.0,,loss>70%win
GBPCHF.c,-292.3,26.000000000000007,-324.29,1412.68,0.76,7.18,34,32,2899.5,48,-3223.79,156,32,982.9,94.74,387.01,40.0,sweep,loss>70%win
CADCHF.c,-432.85,-243.29,2085.87,1524.05,1.16,9.32,17,35,7254.3,40,-5168.43,149,21,717.4,289.64,1212.68,47.0,,loss>70%win
AUDNZD.c,-695.2,-621.44,-16819.03,351.2,2.06,24.36,22,16,973.11,52,-17792.14,134,27,2239.4,759.38,3113.89,24.0,sweep,loss>70%win
EU50.c,-109.0,0.0,-3366.99,830.67,0.33,5.0,2,15,1612.48,51,-4979.47,132,17,12.99,10.69,4.3,23.0,,loss>70%win
NZDCAD.c,-381.2,-23.43,880.35,1090.74,1.36,14.94,22,21,3406.3199999999997,35,-2525.9700000000003,112,13,1141.41,899.71,111.12,38.0,,loss>70%win
BRENT.c,-76.9,-9.24,555.52,724.28,0.32,0.85,7,29,5640.900000000001,18,-5085.38,97,4,466.82,331.51,279.04,62.0,,loss>70%win
ETHUSD,-773.0,-60.0,-3874.92,651.0,3.4,24.0,22,17,2348.94,29,-6223.86,91,10,690.03,1126.08,570.53,37.0,,loss>70%win
AUDCHF.c,-178.5,0.19000000000000006,530.75,848.84,0.85,10.0,19,12,1562.58,31,-1031.83,84,14,381.67,313.85,291.59,28.0,sweep,meets_all
NZDCHF.c,-97.95,0.4000000000000002,327.78,318.78,0.47,6.64,15,20,734.89,23,-407.11,84,12,518.21,386.23,374.16,47.0,,meets_all
CHI50.c,-245.1,0.0,-9427.64,900.0,1.17,3.0,2,20,7139.36,22,-16567.0,84,54,79.98,104.46,159.61,48.0,sweep,loss>70%win
UK100.c,-191.35,0.0,-1910.0,658.55,1.08,8.41,8,18,1085.83,18,-2995.83,71,23,37.89,18.02,13.8,50.0,sweep,loss>70%win
AUS200.c,-69.1,21.47,-245.34,769.1,0.67,1.0,5,8,2587.74,9,-2833.08,37,9,1869.47,1804.56,2168.05,47.0,sweep,loss>70%win
ESP35.c,-14.7,0.0,-253.35,84.49,0.23,1.0,3,3,93.81,10,-347.15999999999997,26,6,39.15,20.93,132.81,23.0,sweep,loss>70%win
US2000.c,-26.65,-0.26,-1184.45,8.65,0.53,2.48,5,3,19.55,7,-1204.0,20,1,206.37,526.25,92.15,30.0,,loss>70%win
USDMXN.c,-7.6,0.0,-224.03,10.39,0.19,0.5,4,2,14.43,6,-238.45999999999998,16,2,140.47,0.0,0.0,25.0,,loss>70%win
ADAUSD,-43.5,0.0,166.36,168.05,2.9,8.5,3,1,168.05,2,-1.69,6,0,55.66,164.73,2.05,33.0,,meets_all
LTCUSD,-1.0,0.0,-0.65,0.0,0.1,0.1,2,0,0.0,2,-0.6499999999999999,4,0,89.41,0.0,0.0,0.0,,"low_win%,loss>70%win"
USDSEK.c,-0.55,0.0,-22.99,0.0,0.06,0.1,2,0,0.0,2,-22.990000000000002,4,0,0.55,0.0,0.0,0.0,,"low_win%,loss>70%win"
HKCH50.c,-0.05,0.0,-0.2,0.0,0.01,0.01,1,0,0.0,1,-0.2,2,0,0.58,0.0,0.58,0.0,,"low_trades,low_win%,loss>70%win"
USDNOK.c,-0.05,0.0,-2.14,0.0,0.01,0.01,1,0,0.0,1,-2.14,2,0,0.18,0.0,0.0,0.0,,"low_trades,low_win%,loss>70%win"
IT40.c,-2.0,0.0,-58.79,0.0,0.4,0.4,1,0,0.0,1,-58.79,2,0,0.07,0.0,0.0,0.0,,"low_trades,low_win%,loss>70%win"
